ID,Segment
TEST_01212,notAB
TEST_01220,notAB
TEST_01223,notAB
TEST_01228,notAB
TEST_01231,notAB
TEST_01238,notAB
TEST_01242,notAB
TEST_01254,notAB
TEST_01258,notAB
TEST_01264,notAB
TEST_01268,notAB
TEST_01269,notAB
TEST_01272,notAB
TEST_01273,notAB
TEST_01277,notAB
TEST_01281,notAB
TEST_01282,notAB
TEST_01287,notAB
TEST_01295,notAB
TEST_01317,notAB
TEST_01318,notAB
TEST_01319,notAB
TEST_01332,notAB
TEST_01339,notAB
TEST_01341,notAB
TEST_01346,notAB
TEST_01350,notAB
TEST_01364,notAB
TEST_01369,notAB
TEST_01375,notAB
TEST_01388,notAB
TEST_01395,notAB
TEST_01396,notAB
TEST_01405,notAB
TEST_01414,notAB
TEST_01421,notAB
TEST_01422,notAB
TEST_01428,notAB
TEST_01430,notAB
TEST_01433,notAB
TEST_01435,notAB
TEST_01445,notAB
TEST_01456,notAB
TEST_01459,notAB
TEST_01462,notAB
TEST_01464,notAB
TEST_01485,notAB
TEST_01486,notAB
TEST_01492,notAB
TEST_01501,notAB
TEST_01504,notAB
TEST_01519,notAB
TEST_01523,notAB
TEST_01527,notAB
TEST_01535,notAB
TEST_01545,notAB
TEST_01550,notAB
TEST_01554,notAB
TEST_01570,notAB
TEST_01575,notAB
TEST_01584,notAB
TEST_01591,notAB
TEST_01600,notAB
TEST_01602,notAB
TEST_01616,notAB
TEST_01618,notAB
TEST_01620,notAB
TEST_01625,notAB
TEST_01635,notAB
TEST_01642,notAB
TEST_01646,notAB
TEST_01649,notAB
TEST_01659,notAB
TEST_01662,notAB
TEST_01680,notAB
TEST_01683,notAB
TEST_01686,notAB
TEST_01693,notAB
TEST_01705,notAB
TEST_01711,notAB
TEST_01717,notAB
TEST_01718,notAB
TEST_01734,notAB
TEST_01741,notAB
TEST_01748,notAB
TEST_01758,notAB
TEST_01772,notAB
TEST_01785,notAB
TEST_01786,notAB
TEST_01788,notAB
TEST_01790,notAB
TEST_01792,notAB
TEST_01794,notAB
TEST_01804,notAB
TEST_01811,notAB
TEST_01815,notAB
TEST_01818,notAB
TEST_01820,notAB
TEST_01837,notAB
TEST_01840,notAB
TEST_01843,notAB
TEST_01849,notAB
TEST_01853,notAB
TEST_01859,notAB
TEST_01860,notAB
TEST_01861,notAB
TEST_01862,notAB
TEST_01870,notAB
TEST_01879,notAB
TEST_01883,notAB
TEST_01884,notAB
TEST_01886,notAB
TEST_01902,notAB
TEST_01908,notAB
TEST_01909,notAB
TEST_01913,notAB
TEST_01915,notAB
TEST_01924,notAB
TEST_01928,notAB
TEST_01934,notAB
TEST_01938,notAB
TEST_01960,notAB
TEST_01961,notAB
TEST_01990,notAB
TEST_01991,notAB
TEST_01993,notAB
TEST_02000,notAB
TEST_02002,notAB
TEST_02011,notAB
TEST_02013,notAB
TEST_02018,notAB
TEST_02019,notAB
TEST_02030,notAB
TEST_02032,notAB
TEST_02035,notAB
TEST_02039,notAB
TEST_02054,notAB
TEST_02055,notAB
TEST_02060,notAB
TEST_02062,notAB
TEST_02069,notAB
TEST_02083,notAB
TEST_02086,notAB
TEST_02090,notAB
TEST_02092,notAB
TEST_02093,notAB
TEST_02096,notAB
TEST_02102,notAB
TEST_02111,notAB
TEST_02141,notAB
TEST_02146,notAB
TEST_02148,notAB
TEST_02151,notAB
TEST_02158,notAB
TEST_02161,notAB
TEST_02171,notAB
TEST_02183,notAB
TEST_02190,notAB
TEST_02192,notAB
TEST_02199,notAB
TEST_02202,notAB
TEST_02204,notAB
TEST_02212,notAB
TEST_02218,notAB
TEST_02219,notAB
TEST_02226,notAB
TEST_02228,notAB
TEST_02229,notAB
TEST_02230,notAB
TEST_02232,notAB
TEST_02233,notAB
TEST_02235,notAB
TEST_02240,notAB
TEST_02241,notAB
TEST_02253,notAB
TEST_02266,notAB
TEST_02269,notAB
TEST_02270,notAB
TEST_02275,notAB
TEST_02279,notAB
TEST_02284,notAB
TEST_02287,notAB
TEST_02290,notAB
TEST_02296,notAB
TEST_02300,notAB
TEST_02307,notAB
TEST_02314,notAB
TEST_02323,notAB
TEST_02353,notAB
TEST_02359,notAB
TEST_02363,notAB
TEST_02367,notAB
TEST_02370,notAB
TEST_02371,notAB
TEST_02382,notAB
TEST_02395,notAB
TEST_02399,notAB
TEST_02408,notAB
TEST_02411,notAB
TEST_02415,notAB
TEST_02416,notAB
TEST_02421,notAB
TEST_02422,notAB
TEST_02426,notAB
TEST_02428,notAB
TEST_02429,notAB
TEST_02430,notAB
TEST_02433,notAB
TEST_02435,notAB
TEST_02443,notAB
TEST_02467,notAB
TEST_02476,notAB
TEST_02480,notAB
TEST_02481,notAB
TEST_02485,notAB
TEST_02489,notAB
TEST_02490,notAB
TEST_02496,notAB
TEST_02497,notAB
TEST_02503,notAB
TEST_02504,notAB
TEST_02527,notAB
TEST_02533,notAB
TEST_02538,notAB
TEST_02539,notAB
TEST_02554,notAB
TEST_02556,notAB
TEST_02558,notAB
TEST_02563,notAB
TEST_02564,notAB
TEST_02569,notAB
TEST_02571,notAB
TEST_02574,notAB
TEST_02583,notAB
TEST_02584,notAB
TEST_02595,notAB
TEST_02605,notAB
TEST_02624,notAB
TEST_02630,notAB
TEST_02631,notAB
TEST_02641,notAB
TEST_02657,notAB
TEST_02668,notAB
TEST_02677,notAB
TEST_02682,notAB
TEST_02688,notAB
TEST_02692,notAB
TEST_02694,notAB
TEST_02697,notAB
TEST_02699,notAB
TEST_02702,notAB
TEST_02717,notAB
TEST_02718,notAB
TEST_02720,notAB
TEST_02725,notAB
TEST_02731,notAB
TEST_02732,notAB
TEST_02736,notAB
TEST_02741,notAB
TEST_02753,notAB
TEST_02764,notAB
TEST_02768,notAB
TEST_02778,notAB
TEST_02792,notAB
TEST_02793,notAB
TEST_02801,notAB
TEST_02807,notAB
TEST_02809,notAB
TEST_02832,notAB
TEST_02848,notAB
TEST_02855,notAB
TEST_02856,notAB
TEST_02866,notAB
TEST_02868,notAB
TEST_02872,notAB
TEST_02883,notAB
TEST_02891,notAB
TEST_02892,notAB
TEST_02901,notAB
TEST_02911,notAB
TEST_02912,notAB
TEST_02919,notAB
TEST_02930,notAB
TEST_02936,notAB
TEST_02949,notAB
TEST_02957,notAB
TEST_02959,notAB
TEST_02964,notAB
TEST_02966,notAB
TEST_02973,notAB
TEST_02976,notAB
TEST_02978,notAB
TEST_02985,notAB
TEST_02999,notAB
TEST_03002,notAB
TEST_03012,notAB
TEST_03034,notAB
TEST_03039,notAB
TEST_03040,notAB
TEST_03043,notAB
TEST_03048,notAB
TEST_03051,notAB
TEST_03063,notAB
TEST_03065,notAB
TEST_03071,notAB
TEST_03073,notAB
TEST_03083,notAB
TEST_03085,notAB
TEST_03087,notAB
TEST_03088,notAB
TEST_03094,notAB
TEST_03095,notAB
TEST_03099,notAB
TEST_03110,notAB
TEST_03115,notAB
TEST_03135,notAB
TEST_03142,notAB
TEST_03147,notAB
TEST_03148,notAB
TEST_03149,notAB
TEST_03154,notAB
TEST_03156,notAB
TEST_03162,notAB
TEST_03176,notAB
TEST_03179,notAB
TEST_03182,notAB
TEST_03187,notAB
TEST_03191,notAB
TEST_03194,notAB
TEST_03197,notAB
TEST_03198,notAB
TEST_03199,notAB
TEST_03206,notAB
TEST_03207,notAB
TEST_03218,notAB
TEST_03219,notAB
TEST_03223,notAB
TEST_03232,notAB
TEST_03238,notAB
TEST_03253,notAB
TEST_03265,notAB
TEST_03268,notAB
TEST_03270,notAB
TEST_03273,notAB
TEST_03276,notAB
TEST_03282,notAB
TEST_03287,notAB
TEST_03298,notAB
TEST_03301,notAB
TEST_03311,notAB
TEST_03313,notAB
TEST_03322,notAB
TEST_03328,notAB
TEST_03330,notAB
TEST_03334,notAB
TEST_03339,notAB
TEST_03342,notAB
TEST_03345,notAB
TEST_03347,notAB
TEST_03350,notAB
TEST_03351,notAB
TEST_03354,notAB
TEST_03361,notAB
TEST_03365,notAB
TEST_03372,notAB
TEST_03376,notAB
TEST_03381,notAB
TEST_03387,notAB
TEST_03390,notAB
TEST_03403,notAB
TEST_03406,notAB
TEST_03411,notAB
TEST_03414,notAB
TEST_03423,notAB
TEST_03424,notAB
TEST_03426,notAB
TEST_03429,notAB
TEST_03435,notAB
TEST_03436,notAB
TEST_03440,notAB
TEST_03442,notAB
TEST_03453,notAB
TEST_03457,notAB
TEST_03465,notAB
TEST_03466,notAB
TEST_03469,notAB
TEST_03473,notAB
TEST_03483,notAB
TEST_03491,notAB
TEST_03504,notAB
TEST_03517,notAB
TEST_03547,notAB
TEST_03558,notAB
TEST_03564,notAB
TEST_03566,notAB
TEST_03578,notAB
TEST_03580,notAB
TEST_03585,notAB
TEST_03589,notAB
TEST_03594,notAB
TEST_03597,notAB
TEST_03603,notAB
TEST_03606,notAB
TEST_03611,notAB
TEST_03615,notAB
TEST_03616,notAB
TEST_03622,notAB
TEST_03623,notAB
TEST_03634,notAB
TEST_03637,notAB
TEST_03639,notAB
TEST_03646,notAB
TEST_03648,notAB
TEST_03666,notAB
TEST_03670,notAB
TEST_03673,notAB
TEST_03674,notAB
TEST_03691,notAB
TEST_03694,notAB
TEST_03711,notAB
TEST_03719,notAB
TEST_03731,notAB
TEST_03739,notAB
TEST_03753,notAB
TEST_03759,notAB
TEST_03766,notAB
TEST_03772,notAB
TEST_03785,notAB
TEST_03797,notAB
TEST_03800,notAB
TEST_03810,notAB
TEST_03811,notAB
TEST_03813,notAB
TEST_03824,notAB
TEST_03825,notAB
TEST_03837,notAB
TEST_03843,notAB
TEST_03858,notAB
TEST_03859,notAB
TEST_03866,notAB
TEST_03877,notAB
TEST_03881,notAB
TEST_03884,notAB
TEST_03898,notAB
TEST_03899,notAB
TEST_03903,notAB
TEST_03913,notAB
TEST_03914,notAB
TEST_03932,notAB
TEST_03940,notAB
TEST_03947,notAB
TEST_03948,notAB
TEST_03951,notAB
TEST_03955,notAB
TEST_03964,notAB
TEST_03965,notAB
TEST_03971,notAB
TEST_03975,notAB
TEST_03984,notAB
TEST_03990,notAB
TEST_03998,notAB
TEST_04013,notAB
TEST_04022,notAB
TEST_04026,notAB
TEST_04031,notAB
TEST_04037,notAB
TEST_04068,notAB
TEST_04084,notAB
TEST_04089,notAB
TEST_04090,notAB
TEST_04096,notAB
TEST_04098,notAB
TEST_04102,notAB
TEST_04128,notAB
TEST_04134,notAB
TEST_04140,notAB
TEST_04148,notAB
TEST_04149,notAB
TEST_04152,notAB
TEST_04153,notAB
TEST_04160,notAB
TEST_04161,notAB
TEST_04162,notAB
TEST_04166,notAB
TEST_04167,notAB
TEST_04172,notAB
TEST_04175,notAB
TEST_04187,notAB
TEST_04200,notAB
TEST_04202,notAB
TEST_04206,notAB
TEST_04215,notAB
TEST_04217,notAB
TEST_04220,notAB
TEST_04223,notAB
TEST_04225,notAB
TEST_04226,notAB
TEST_04229,notAB
TEST_04247,notAB
TEST_04262,notAB
TEST_04264,notAB
TEST_04269,notAB
TEST_04272,notAB
TEST_04281,notAB
TEST_04287,notAB
TEST_04292,notAB
TEST_04303,notAB
TEST_04304,notAB
TEST_04309,notAB
TEST_04310,notAB
TEST_04314,notAB
TEST_04326,notAB
TEST_04332,notAB
TEST_04335,notAB
TEST_04337,notAB
TEST_04343,notAB
TEST_04364,notAB
TEST_04370,notAB
TEST_04371,notAB
TEST_04387,notAB
TEST_04397,notAB
TEST_04400,notAB
TEST_04402,notAB
TEST_04426,notAB
TEST_04431,notAB
TEST_04434,notAB
TEST_04449,notAB
TEST_04455,notAB
TEST_04466,notAB
TEST_04470,notAB
TEST_04471,notAB
TEST_04477,notAB
TEST_04485,notAB
TEST_04501,notAB
TEST_04503,notAB
TEST_04505,notAB
TEST_04507,notAB
TEST_04508,notAB
TEST_04510,notAB
TEST_04511,notAB
TEST_04512,notAB
TEST_04513,notAB
TEST_04515,notAB
TEST_04531,notAB
TEST_04536,notAB
TEST_04540,notAB
TEST_04543,notAB
TEST_04548,notAB
TEST_04558,notAB
TEST_04559,notAB
TEST_04560,notAB
TEST_04566,notAB
TEST_04568,notAB
TEST_04572,notAB
TEST_04574,notAB
TEST_04579,notAB
TEST_04593,notAB
TEST_04597,notAB
TEST_04601,notAB
TEST_04604,notAB
TEST_04611,notAB
TEST_04624,notAB
TEST_04640,notAB
TEST_04643,notAB
TEST_04648,notAB
TEST_04651,notAB
TEST_04653,notAB
TEST_04659,notAB
TEST_04667,notAB
TEST_04669,notAB
TEST_04670,notAB
TEST_04677,notAB
TEST_04678,notAB
TEST_04687,notAB
TEST_04688,notAB
TEST_04690,notAB
TEST_04696,notAB
TEST_04699,notAB
TEST_04703,notAB
TEST_04714,notAB
TEST_04720,notAB
TEST_04729,notAB
TEST_04734,notAB
TEST_04736,notAB
TEST_04737,notAB
TEST_04744,notAB
TEST_04754,notAB
TEST_04758,notAB
TEST_04768,notAB
TEST_04769,notAB
TEST_04780,notAB
TEST_04781,notAB
TEST_04785,notAB
TEST_04788,notAB
TEST_04793,notAB
TEST_04801,notAB
TEST_04805,notAB
TEST_04823,notAB
TEST_04825,notAB
TEST_04838,notAB
TEST_04839,notAB
TEST_04845,notAB
TEST_04857,notAB
TEST_04900,notAB
TEST_04901,notAB
TEST_04909,notAB
TEST_04910,notAB
TEST_04913,notAB
TEST_04929,notAB
TEST_04930,notAB
TEST_04933,notAB
TEST_04940,notAB
TEST_04941,notAB
TEST_04970,notAB
TEST_04972,notAB
TEST_04974,notAB
TEST_05000,notAB
TEST_05015,notAB
TEST_05020,notAB
TEST_05022,notAB
TEST_05025,notAB
TEST_05034,notAB
TEST_05039,notAB
TEST_05041,notAB
TEST_05045,notAB
TEST_05046,notAB
TEST_05049,notAB
TEST_05051,notAB
TEST_05053,notAB
TEST_05054,notAB
TEST_05057,notAB
TEST_05059,notAB
TEST_05060,notAB
TEST_05085,notAB
TEST_05098,notAB
TEST_05103,notAB
TEST_05108,notAB
TEST_05118,notAB
TEST_05119,notAB
TEST_05123,notAB
TEST_05131,notAB
TEST_05134,notAB
TEST_05137,notAB
TEST_05142,notAB
TEST_05143,notAB
TEST_05146,notAB
TEST_05149,notAB
TEST_05150,notAB
TEST_05152,notAB
TEST_05155,notAB
TEST_05159,notAB
TEST_05161,notAB
TEST_05195,notAB
TEST_05196,notAB
TEST_05201,notAB
TEST_05210,notAB
TEST_05213,notAB
TEST_05215,notAB
TEST_05224,notAB
TEST_05225,notAB
TEST_05229,notAB
TEST_05249,notAB
TEST_05265,notAB
TEST_05266,notAB
TEST_05267,notAB
TEST_05268,notAB
TEST_05272,notAB
TEST_05274,notAB
TEST_05289,notAB
TEST_05306,notAB
TEST_05313,notAB
TEST_05319,notAB
TEST_05324,notAB
TEST_05343,notAB
TEST_05344,notAB
TEST_05347,notAB
TEST_05378,notAB
TEST_05387,notAB
TEST_05400,notAB
TEST_05405,notAB
TEST_05415,notAB
TEST_05437,notAB
TEST_05440,notAB
TEST_05458,notAB
TEST_05479,notAB
TEST_05494,notAB
TEST_05529,notAB
TEST_05534,notAB
TEST_05539,notAB
TEST_05540,notAB
TEST_05542,notAB
TEST_05544,notAB
TEST_05561,notAB
TEST_05570,notAB
TEST_05577,notAB
TEST_05579,notAB
TEST_05582,notAB
TEST_05597,notAB
TEST_05609,notAB
TEST_05622,notAB
TEST_05625,notAB
TEST_05627,notAB
TEST_05640,notAB
TEST_05643,notAB
TEST_05646,notAB
TEST_05651,notAB
TEST_05660,notAB
TEST_05666,notAB
TEST_05674,notAB
TEST_05676,notAB
TEST_05678,notAB
TEST_05683,notAB
TEST_05700,notAB
TEST_05708,notAB
TEST_05709,notAB
TEST_05724,notAB
TEST_05726,notAB
TEST_05729,notAB
TEST_05744,notAB
TEST_05747,notAB
TEST_05751,notAB
TEST_05752,notAB
TEST_05767,notAB
TEST_05781,notAB
TEST_05783,notAB
TEST_05786,notAB
TEST_05787,notAB
TEST_05791,notAB
TEST_05802,notAB
TEST_05807,notAB
TEST_05812,notAB
TEST_05814,notAB
TEST_05816,notAB
TEST_05818,notAB
TEST_05826,notAB
TEST_05831,notAB
TEST_05843,notAB
TEST_05854,notAB
TEST_05861,notAB
TEST_05864,notAB
TEST_05866,notAB
TEST_05868,notAB
TEST_05879,notAB
TEST_05890,notAB
TEST_05891,notAB
TEST_05901,notAB
TEST_05908,notAB
TEST_05916,notAB
TEST_05922,notAB
TEST_05925,notAB
TEST_05930,notAB
TEST_05932,notAB
TEST_05937,notAB
TEST_05944,notAB
TEST_05950,notAB
TEST_05953,notAB
TEST_05963,notAB
TEST_05964,notAB
TEST_05965,notAB
TEST_05972,notAB
TEST_05974,notAB
TEST_05975,notAB
TEST_05977,notAB
TEST_05984,notAB
TEST_05990,notAB
TEST_05991,notAB
TEST_05992,notAB
TEST_05994,notAB
TEST_06002,notAB
TEST_06006,notAB
TEST_06007,notAB
TEST_06010,notAB
TEST_06021,notAB
TEST_06028,notAB
TEST_06033,notAB
TEST_06042,notAB
TEST_06047,notAB
TEST_06048,notAB
TEST_06053,notAB
TEST_06054,notAB
TEST_06056,notAB
TEST_06060,notAB
TEST_06062,notAB
TEST_06065,notAB
TEST_06076,notAB
TEST_06089,notAB
TEST_06096,notAB
TEST_06105,notAB
TEST_06116,notAB
TEST_06127,notAB
TEST_06129,notAB
TEST_06134,notAB
TEST_06135,notAB
TEST_06141,notAB
TEST_06147,notAB
TEST_06167,notAB
TEST_06170,notAB
TEST_06175,notAB
TEST_06178,notAB
TEST_06190,notAB
TEST_06197,notAB
TEST_06199,notAB
TEST_06201,notAB
TEST_06217,notAB
TEST_06218,notAB
TEST_06225,notAB
TEST_06234,notAB
TEST_06246,notAB
TEST_06252,notAB
TEST_06259,notAB
TEST_06267,notAB
TEST_06275,notAB
TEST_06278,notAB
TEST_06282,notAB
TEST_06294,notAB
TEST_06295,notAB
TEST_06296,notAB
TEST_06301,notAB
TEST_06304,notAB
TEST_06311,notAB
TEST_06313,notAB
TEST_06317,notAB
TEST_06326,notAB
TEST_06329,notAB
TEST_06339,notAB
TEST_06365,notAB
TEST_06367,notAB
TEST_06370,notAB
TEST_06384,notAB
TEST_06396,notAB
TEST_06399,notAB
TEST_06404,notAB
TEST_06406,notAB
TEST_06407,notAB
TEST_06417,notAB
TEST_06425,notAB
TEST_06430,notAB
TEST_06433,notAB
TEST_06435,notAB
TEST_06456,notAB
TEST_06483,notAB
TEST_06488,notAB
TEST_06493,notAB
TEST_06496,notAB
TEST_06501,notAB
TEST_06502,notAB
TEST_06507,notAB
TEST_06508,notAB
TEST_06519,notAB
TEST_06520,notAB
TEST_06525,notAB
TEST_06535,notAB
TEST_06536,notAB
TEST_06537,notAB
TEST_06540,notAB
TEST_06542,notAB
TEST_06544,notAB
TEST_06546,notAB
TEST_06560,notAB
TEST_06568,notAB
TEST_06574,notAB
TEST_06585,notAB
TEST_06590,notAB
TEST_06592,notAB
TEST_06598,notAB
TEST_06607,notAB
TEST_06609,notAB
TEST_06627,notAB
TEST_06635,notAB
TEST_06642,notAB
TEST_06655,notAB
TEST_06656,notAB
TEST_06660,notAB
TEST_06661,notAB
TEST_06672,notAB
TEST_06689,notAB
TEST_06699,notAB
TEST_06701,notAB
TEST_06713,notAB
TEST_06727,notAB
TEST_06732,notAB
TEST_06734,notAB
TEST_06735,notAB
TEST_06746,notAB
TEST_06750,notAB
TEST_06752,notAB
TEST_06755,notAB
TEST_06758,notAB
TEST_06769,notAB
TEST_06773,notAB
TEST_06786,notAB
TEST_06788,notAB
TEST_06796,notAB
TEST_06811,notAB
TEST_06812,notAB
TEST_06814,notAB
TEST_06827,notAB
TEST_06837,notAB
TEST_06838,notAB
TEST_06839,notAB
TEST_06848,notAB
TEST_06856,notAB
TEST_06886,notAB
TEST_06897,notAB
TEST_06900,notAB
TEST_06918,notAB
TEST_06931,notAB
TEST_06934,notAB
TEST_06936,notAB
TEST_06937,notAB
TEST_06957,notAB
TEST_06962,notAB
TEST_06965,notAB
TEST_06967,notAB
TEST_06978,notAB
TEST_06980,notAB
TEST_06981,notAB
TEST_06985,notAB
TEST_06992,notAB
TEST_07000,notAB
TEST_07003,notAB
TEST_07008,notAB
TEST_07014,notAB
TEST_07019,notAB
TEST_07024,notAB
TEST_07025,notAB
TEST_07029,notAB
TEST_07036,notAB
TEST_07037,notAB
TEST_07041,notAB
TEST_07045,notAB
TEST_07046,notAB
TEST_07049,notAB
TEST_07050,notAB
TEST_07061,notAB
TEST_07063,notAB
TEST_07066,notAB
TEST_07067,notAB
TEST_07068,notAB
TEST_07070,notAB
TEST_07073,notAB
TEST_07075,notAB
TEST_07079,notAB
TEST_07092,notAB
TEST_07100,notAB
TEST_07104,notAB
TEST_07114,notAB
TEST_07132,notAB
TEST_07139,notAB
TEST_07151,notAB
TEST_07155,notAB
TEST_07156,notAB
TEST_07162,notAB
TEST_07164,notAB
TEST_07171,notAB
TEST_07180,notAB
TEST_07190,notAB
TEST_07198,notAB
TEST_07209,notAB
TEST_07211,notAB
TEST_07212,notAB
TEST_07221,notAB
TEST_07223,notAB
TEST_07232,notAB
TEST_07244,notAB
TEST_07247,notAB
TEST_07249,notAB
TEST_07259,notAB
TEST_07267,notAB
TEST_07272,notAB
TEST_07285,notAB
TEST_07292,notAB
TEST_07294,notAB
TEST_07299,notAB
TEST_07309,notAB
TEST_07310,notAB
TEST_07313,notAB
TEST_07325,notAB
TEST_07328,notAB
TEST_07330,notAB
TEST_07342,notAB
TEST_07347,notAB
TEST_07352,notAB
TEST_07359,notAB
TEST_07360,notAB
TEST_07364,notAB
TEST_07367,notAB
TEST_07380,notAB
TEST_07381,notAB
TEST_07389,notAB
TEST_07390,notAB
TEST_07395,notAB
TEST_07407,notAB
TEST_07408,notAB
TEST_07416,notAB
TEST_07417,notAB
TEST_07420,notAB
TEST_07430,notAB
TEST_07432,notAB
TEST_07436,notAB
TEST_07437,notAB
TEST_07438,notAB
TEST_07442,notAB
TEST_07454,notAB
TEST_07459,notAB
TEST_07467,notAB
TEST_07468,notAB
TEST_07473,notAB
TEST_07478,notAB
TEST_07479,notAB
TEST_07491,notAB
TEST_07496,notAB
TEST_07498,notAB
TEST_07501,notAB
TEST_07505,notAB
TEST_07506,notAB
TEST_07511,notAB
TEST_07537,notAB
TEST_07559,notAB
TEST_07565,notAB
TEST_07579,notAB
TEST_07601,notAB
TEST_07608,notAB
TEST_07609,notAB
TEST_07610,notAB
TEST_07622,notAB
TEST_07631,notAB
TEST_07640,notAB
TEST_07642,notAB
TEST_07650,notAB
TEST_07663,notAB
TEST_07666,notAB
TEST_07667,notAB
TEST_07670,notAB
TEST_07677,notAB
TEST_07679,notAB
TEST_07680,notAB
TEST_07681,notAB
TEST_07686,notAB
TEST_07688,notAB
TEST_07693,notAB
TEST_07695,notAB
TEST_07696,notAB
TEST_07698,notAB
TEST_07699,notAB
TEST_07704,notAB
TEST_07708,notAB
TEST_07709,notAB
TEST_07716,notAB
TEST_07727,notAB
TEST_07730,notAB
TEST_07734,notAB
TEST_07739,notAB
TEST_07744,notAB
TEST_07751,notAB
TEST_07752,notAB
TEST_07753,notAB
TEST_07763,notAB
TEST_07774,notAB
TEST_07780,notAB
TEST_07783,notAB
TEST_07789,notAB
TEST_07794,notAB
TEST_07795,notAB
TEST_07797,notAB
TEST_07803,notAB
TEST_07808,notAB
TEST_07810,notAB
TEST_07811,notAB
TEST_07812,notAB
TEST_07813,notAB
TEST_07815,notAB
TEST_07823,notAB
TEST_07829,notAB
TEST_07831,notAB
TEST_07832,notAB
